bibnum|title|author|year|periodical|parent_title|citation|keyword|project|link
697|"Evaluation of the neutralizing capacity of Androctonus crassicauda (Oliver, 1807) antivenom against Leiurus quinquestriatus (Ehrenberg, 1928) venom (Scorpiones: Buthidae)
"|Ozkan, O.; S. Adiguzel; B. Inceoglu; J. Lango; M. Ertek; B.D. Hammock|2008|J Venom Anim Toxins Incl Trop Dis (The journal of venomous animals and toxins including tropical diseases)||Ozkan, S. Adiguzel. (2008). J Venom Anim Toxins Incl Trop Dis 14:481–496||Insect Biology|http://ucanr.org/sites/hammocklab/files/131055.pdf
698|The potential of soluble epoxide hydrolase inhibition in the treatment of cardiac hypertrophy|Harris, Todd R.; Li, Ning; Chiamvimonvat, Nipanvan; Hammock, Bruce D.|2008|Congest Heart Fail (Congestive heart failure)||Harris, Li. (2008). Congest Heart Fail 14:219–224|Cardiomegaly/drug therapy; Endothelium/drug effects; Epoxide Hydrolases/antagonists & inhibitors; Humans; Recombinant Proteins/therapeutic use|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125729.pdf
699|Soluble epoxide hydrolase homologs in Strongylocentrotus purpuratus suggest a gene duplication event and subsequent divergence|Harris, Todd R.; Aronov, Pavel A.; Hammock, Bruce D.|2008|DNA Cell Biol. (DNA and cell biology)||Harris, Aronov, Hammock. (2008). DNA Cell Biol. 27:467–477|Amino Acid Sequence; Animals; Base Sequence; Cloning, Molecular; Enzyme Inhibitors/chemistry/pharmacology; Epoxide Hydrolases/antagonists & inhibitors/chemistry/genetics; Evolution, Molecular; Gene Duplication; Molecular Sequence Data; Sequence Alignment; Strongylocentrotus purpuratus/enzymology/genetics|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125730.pdf
700|High-throughput method for ranking the affinity of peptide ligands selected from phage display libraries|González-Techera, A.; Umpiérrez-Failache, M.; Cardozo, S.; Obal, G.; Pritsch, O.; Last, J. A.; Gee, S. J.; Hammock, B. D.; González-Sapienza, G.|2008|Bioconjug. Chem. (Bioconjugate chemistry)||González-Techera, Umpiérrez-Failache. (2008). Bioconjug. Chem. 19:993–1000|Alkaline Phosphatase/chemistry/genetics/immunology; Antibodies, Monoclonal/chemistry/immunology; Antibody Affinity; Binding, Competitive; Cloning, Molecular; Enzyme-Linked Immunosorbent Assay; Escherichia coli/genetics; Genetic Vectors/chemistry/immunology; Ligands; Models, Molecular; Peptide Library; Peptides/chemical synthesis/chemistry/immunology; Protein Binding; Recombinant Fusion Proteins/chemistry/immunology; Sensitivity and Specificity; Surface Plasmon Resonance|Immunoassay|http://ucanr.org/sites/hammocklab/files/130808.pdf
701|"In vitro biologic activities of the antimicrobials triclocarban, its analogs, and triclosan in bioassay screens: receptor-based bioassay screens
"|Ahn, Ki Chang; Zhao, Bin; Chen, Jiangang; Cherednichenko, Gennady; Sanmarti, Enio; Denison, Michael S.; Lasley, Bill; Pessah, Isaac N.; Kültz, Dietmar; Chang, Daniel P. Y.; Gee, Shirley J.; Hammock, Bruce D.|2008|Environ. Health Perspect. (Environmental health perspectives)||Ahn, Zhao. (2008). Environ. Health Perspect. 116:1203–1210|Animals; Anti-Bacterial Agents/pharmacology; Biological Assay; Carbanilides/pharmacology; Humans; Models, Molecular; Receptors, Cell Surface/drug effects; Triclosan/pharmacology; Tumor Cells, Cultured|Immunoassay|http://ucanr.org/sites/hammocklab/files/130809.pdf
702|Soluble epoxide hydrolase inhibitors reduce the development of atherosclerosis in apolipoprotein e-knockout mouse model|Ulu, Arzu; Davis, Benjamin B.; Tsai, Hsing-Ju; Kim, In-Hae; Morisseau, Christophe; Inceoglu, Bora; Fiehn, Oliver; Hammock, Bruce D.; Weiss, Robert H.|2008|J. Cardiovasc. Pharmacol. (Journal of cardiovascular pharmacology)||Ulu, Davis. (2008). J. Cardiovasc. Pharmacol. 52:314–323|Angiotensin II/metabolism; Animals; Apolipoproteins E/genetics; Atherosclerosis/chemically induced/metabolism/pathology; Diet, Atherogenic; Disease Models, Animal; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Inhibitory Concentration 50; Male; Mice; Mice, Inbred C57BL; Mice, Knockout; Molecular Structure; Molecular Weight; Pilot Projects; Solubility|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125731.pdf
703|Inhibition of soluble epoxide hydrolase does not protect against endotoxin-mediated hepatic inflammation|Fife, Kimberly L.; Liu, Yingmei; Schmelzer, Kara R.; Tsai, Hsing-Ju; Kim, In-Hae; Morisseau, Christophe; Hammock, Bruce D.; Kroetz, Deanna L.|2008|J. Pharmacol. Exp. Ther. (The Journal of pharmacology and experimental therapeutics)||Fife, Liu. (2008). J. Pharmacol. Exp. Ther. 327:707–715|Adamantane/analogs & derivatives/pharmacology; Animals; Down-Regulation; Drug-Induced Liver Injury/enzymology; Eicosanoids/blood; Endotoxins/adverse effects; Enzyme Inhibitors/pharmacology; Epoxide Hydrolases/antagonists & inhibitors/genetics; Hepatitis, Animal/chemically induced/enzymology; Inflammation Mediators; Lauric Acids/pharmacology; Mice; Neutrophil Infiltration|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125732.pdf
704|Recruiting strategy and 24-hour biomonitoring of paraquat in agricultural workers|Park, Eun-Kee; Duarte Tagles, Hector; Gee, Shirley J.; Hammock, Bruce D.; Lee, Kiyoung; Schenker, Marc B.|2008|J Agromedicine (Journal of agromedicine)||Park, Duarte Tagles. (2008). J Agromedicine 13:207–217|Adult; Creatinine/urine; Female; Humans; Male; Mass Screening/methods/standards; Occupational Diseases/chemically induced/urine; Occupational Exposure; Paraquat/urine; Questionnaires; Sensitivity and Specificity|Immunoassay|http://ucanr.org/sites/hammocklab/files/130810.pdf
705|Applications of carboxylesterase activity in environmental monitoring and toxicity identification evaluations (TIEs)|Wheelock, C. E.; B.M. Phillips; B.S. Anderson; J.L. Miller; M.J. Miller; B.D. Hammock|2008||Reviews of Environmental Contamination and Toxicology|Wheelock & B.M. Phillips. (2008). In: Reviews of Environmental Contamination and Toxicology (Springer, New York): 117–178||Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125898.pdf
706|Soluble epoxide hydrolase and epoxyeicosatrienoic acids modulate two distinct analgesic pathways|Inceoglu, Bora; Jinks, Steven L.; Ulu, Arzu; Hegedus, Christine M.; Georgi, Katrin; Schmelzer, Kara R.; Wagner, Karen; Jones, Paul D.; Morisseau, Christophe; Hammock, Bruce D.|2008|Proc. Natl. Acad. Sci. U.S.A. (Proceedings of the National Academy of Sciences of the United States of America)||Inceoglu, Jinks. (2008). Proc. Natl. Acad. Sci. U.S.A. 105:18901–18906|Analgesics/metabolism; Animals; Cyclic AMP/metabolism; Cyclooxygenase 2/genetics/metabolism; Eicosanoids/chemistry/metabolism; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Gene Expression Regulation; Mice; Pain Measurement; Phosphoproteins/genetics/metabolism; Rats; Signal Transduction/physiology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125733.pdf
707|Epoxyeicosatrienoic acids and the soluble epoxide hydrolase are determinants of pulmonary artery pressure and the acute hypoxic pulmonary vasoconstrictor response|Keserü, Benjamin; Barbosa-Sicard, Eduardo; Popp, Rüdiger; Fisslthaler, Beate; Dietrich, Alexander; Gudermann, Thomas; Hammock, Bruce D.; Falck, John R.; Weissmann, Norbert; Busse, Rudi; Fleming, Ingrid|2008|FASEB J. (FASEB journal : official publication of the Federation of American Societies for Experimental Biology)||Keserü, Barbosa-Sicard. (2008). FASEB J. 22:4306–4315|8,11,14-Eicosatrienoic Acid/analogs & derivatives/pharmacology; Animals; Anoxia/physiopathology; Blood Pressure; Cytochrome P-450 Enzyme System/antagonists & inhibitors/metabolism; Eicosanoids/physiology; Epoxide Hydrolases/physiology; Mice; Pulmonary Artery/physiology; Pulmonary Circulation/drug effects/physiology; TRPC Cation Channels/physiology; Vasoconstriction/physiology; Vasoconstrictor Agents/pharmacology; rho-Associated Kinases/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125734.pdf
708|Enzyme-linked immunosorbent assay for screening dioxin soil contamination by uncontrolled combustion during informal recycling in slums|Trindade, Mirta; Nording, Malin; Nichkova, Mikaela; Spinnel, Erik; Haglund, Peter; Last, Michael S.; Gee, Shirley; Hammock, Bruce; Last, Jerold A.; González-Sapienza, Gualberto; Brena, Beatriz M.|2008|Environ. Toxicol. Chem. (Environmental toxicology and chemistry / SETAC)||Trindade, Nording. (2008). Environ. Toxicol. Chem. 27:2224–2232|Benzofurans/analysis; Enzyme-Linked Immunosorbent Assay/methods; Soil Pollutants/analysis; Tetrachlorodibenzodioxin/analogs & derivatives/analysis|Immunoassay|http://ucanr.org/sites/hammocklab/files/130811.pdf
709|Effects of the selective EET antagonist, 14,15-EEZE, on cardioprotection produced by exogenous or endogenous EETs in the canine heart|Gross, Garrett J.; Gauthier, Kathryn M.; Moore, Jeannine; Falck, John R.; Hammock, Bruce D.; Campbell, William B.; Nithipatikom, Kasem|2008|Am. J. Physiol. Heart Circ. Physiol. (American journal of physiology. Heart and circulatory physiology)||Gross, Gauthier. (2008). Am. J. Physiol. Heart Circ. Physiol. 294:H2838-44|8,11,14-Eicosatrienoic Acid/analogs & derivatives/metabolism/pharmacology; Adamantane/analogs & derivatives/pharmacology; Animals; Blood Pressure/drug effects; Cardiovascular Agents/metabolism/pharmacology; Coronary Circulation/drug effects; Diazoxide/pharmacology; Disease Models, Animal; Dogs; Dose-Response Relationship, Drug; Enzyme Inhibitors/pharmacology; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Female; Heart Rate/drug effects; Lauric Acids/pharmacology; Male; Mitochondria, Heart/drug effects/metabolism; Myocardial Infarction/metabolism/pathology/physiopathology/prevention & control; Myocardium/enzymology/metabolism/pathology; Potassium Channels/drug effects/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125735.pdf
710|Administration of a substituted adamantyl urea inhibitor of soluble epoxide hydrolase protects the kidney from damage in hypertensive Goto-Kakizaki rats|Olearczyk, Jeffrey J.; Quigley, Jeffrey E.; Mitchell, Bradford C.; Yamamoto, Tatsuo; Kim, In-Hae; Newman, John W.; Luria, Ayala; Hammock, Bruce D.; Imig, John D.|2009|Clin. Sci. (Clinical science)||Olearczyk, Quigley. (2009). Clin. Sci. 116:61–70|Adamantane/analogs & derivatives/therapeutic use/urine; Animals; Antihypertensive Agents/therapeutic use; Blood Glucose/metabolism; Diabetes Mellitus, Experimental/complications/enzymology; Diabetes Mellitus, Type 2/complications/enzymology; Diabetic Nephropathies/enzymology/pathology/prevention & control; Disease Progression; Drug Evaluation, Preclinical/methods; Enzyme Inhibitors/therapeutic use; Epoxide Hydrolases/antagonists & inhibitors; Hypertension/complications/drug therapy/enzymology/pathology; Insulin/blood; Lauric Acids/therapeutic use/urine; Lipids/blood; Male; NF-kappa B/metabolism; Rats; Rats, Inbred Strains|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125736.pdf
711|Increased blood pressure in mice lacking cytochrome P450 2J5|Athirakul, Krairerk; Bradbury, J. Alyce; Graves, Joan P.; DeGraff, Laura M.; Ma, Jixiang; Zhao, Yun; Couse, John F.; Quigley, Raymond; Harder, David R.; Zhao, Xueying; Imig, John D.; Pedersen, Theresa L.; Newman, John W.; Hammock, Bruce D.; Conley, Alan J.; Korach, Kenneth S.; Coffman, Thomas M.; Zeldin, Darryl C.|2008|FASEB J. (FASEB journal : official publication of the Federation of American Societies for Experimental Biology)||Athirakul, Bradbury. (2008). FASEB J. 22:4096–4108|Angiotensin II/pharmacology; Animals; Arachidonic Acid/metabolism; Arterioles/drug effects; Blood Pressure/genetics; Cytochrome P-450 Enzyme System/deficiency; Endothelin-1/pharmacology; Estradiol/blood; Estrogen Replacement Therapy; Female; Follicle Stimulating Hormone/blood; Kidney Tubules, Proximal/physiology; Luteinizing Hormone/blood; Male; Mice; Ovary/physiology; Sex Factors; Testosterone/blood; Vasoconstrictor Agents/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125737.pdf
712|Opposite regulation of cholesterol levels by the phosphatase and hydrolase domains of soluble epoxide hydrolase|EnayetAllah, Ahmed E.; Luria, Ayala; Luo, Beibei; Tsai, Hsing-Ju; Sura, Priyanka; Hammock, Bruce D.; Grant, David F.|2008|J. Biol. Chem. (The Journal of biological chemistry)||EnayetAllah, Luria. (2008). J. Biol. Chem. 283:36592–36598|Animals; Cell Line; Cholesterol/blood/chemistry/metabolism; Epoxide Hydrolases/chemistry/genetics; Female; Gene Expression; Gene Expression Regulation, Enzymologic; Humans; Liver/metabolism; Male; Mice; Mice, Inbred C57BL; Mice, Knockout; Phosphoric Monoester Hydrolases/chemistry/metabolism; Protein Structure, Tertiary|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125738.pdf
713|Soluble epoxide hydrolase plays an essential role in angiotensin II-induced cardiac hypertrophy|Ai, Ding; Pang, Wei; Li, Nan; Xu, Ming; Jones, Paul D.; Yang, Jun; Zhang, Youyi; Chiamvimonvat, Nipavan; Shyy, John Y-J; Hammock, Bruce D.; Zhu, Yi|2009|Proc. Natl. Acad. Sci. U.S.A. (Proceedings of the National Academy of Sciences of the United States of America)||Ai, Pang. (2009). Proc. Natl. Acad. Sci. U.S.A. 106:564–569|Angiotensin II/pharmacology; Animals; Animals, Newborn; Cardiomegaly/chemically induced/enzymology/etiology; Epoxide Hydrolases/analysis/deficiency/genetics; Mice; Mice, Knockout; Myocardium/enzymology; Myocytes, Cardiac/enzymology; Rats; Up-Regulation|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125739.pdf
714|Differential subcellular distribution and colocalization of the microsomal and soluble epoxide hydrolases in cultured neonatal rat brain cortical astrocytes|Rawal, Seema; Morisseau, Christophe; Hammock, Bruce D.; Shivachar, Amruthesh C.|2009|J. Neurosci. Res. (Journal of neuroscience research)||Rawal, Morisseau. (2009). J. Neurosci. Res. 87:218–227|Animals; Animals, Newborn; Astrocytes/cytology; Cells, Cultured; Cerebral Cortex/cytology; Epoxide Hydrolases/classification/metabolism; Glial Fibrillary Acidic Protein/metabolism; Rats; Rats, Sprague-Dawley; Subcellular Fractions/enzymology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125740.pdf
715|Inhibition of the soluble epoxide hydrolase attenuates monocrotaline-induced pulmonary hypertension in rats|Revermann, Marc; Barbosa-Sicard, Eduardo; Dony, Eva; Schermuly, Ralph T.; Morisseau, Christophe; Geisslinger, Gerd; Fleming, Ingrid; Hammock, Bruce D.; Brandes, Ralf P.|2009|J. Hypertens. (Journal of hypertension)||Revermann, Barbosa-Sicard. (2009). J. Hypertens. 27:322–331|8,11,14-Eicosatrienoic Acid/analogs & derivatives/metabolism; Animals; Cell Proliferation; Cells, Cultured; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Hypertension, Pulmonary/chemically induced/enzymology/pathology; Male; Monocrotaline; Pulmonary Artery/pathology; Rats; Rats, Inbred WKY|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125741.pdf
716|Magnetic bead-based phage anti-immunocomplex assay (PHAIA) for the detection of the urinary biomarker 3-phenoxybenzoic acid to assess human exposure to pyrethroid insecticides|Kim, Hee-Joo; Ahn, Ki Chang; González-Techera, Andrés; González-Sapienza, Gualberto G.; Gee, Shirley J.; Hammock, Bruce D.|2009|Anal. Biochem. (Analytical biochemistry)||Kim, Ahn. (2009). Anal. Biochem. 386:45–52|Antibodies; Benzoates/immunology; Biological Markers/urine; Humans; Immunoassay/methods/standards; Insecticides/urine; Magnetics; Methods; Microspheres; Peptide Library; Pyrethrins/urine; Research Design|Immunoassay|http://ucanr.org/sites/hammocklab/files/130812.pdf
717|A rapid luminescent assay for measuring cytochrome P450 activity in individual larval Culex pipiens complex mosquitoes (Diptera: Culicidae)|Inceoglu, A. B.; Waite, T. D.; Christiansen, J. A.; McAbee, R. D.; Kamita, S. G.; Hammock, B. D.; Cornel, A. J.|2009|J. Med. Entomol. (Journal of medical entomology)||Inceoglu, Waite. (2009). J. Med. Entomol. 46:83–92|Animals; Culex/enzymology/growth & development; Cytochrome P-450 Enzyme System/metabolism; Fluorometry; Insecticide Resistance; Insecticides; Larva/enzymology; Luminescent Measurements/methods; Pyrethrins|Insect Biology|http://ucanr.org/sites/hammocklab/files/131056.pdf
718|Pharmacokinetic optimization of four soluble epoxide hydrolase inhibitors for use in a murine model of inflammation|Liu, Jun-Yan; Tsai, Hsing-Ju; Hwang, Sung Hee; Jones, Paul D.; Morisseau, Christophe; Hammock, Bruce D.|2009|Br. J. Pharmacol. (British journal of pharmacology)||Liu, Tsai. (2009). Br. J. Pharmacol. 156:284–296|Administration, Oral; Animals; Anti-Inflammatory Agents, Non-Steroidal/administration & dosage/pharmacokinetics/therapeutic use; Area Under Curve; Benzoates/administration & dosage/pharmacokinetics/therapeutic use; Biological Availability; Disease Models, Animal; Epoxide Hydrolases/antagonists & inhibitors; Inflammation/drug therapy/metabolism; Injections, Intravenous; Injections, Subcutaneous; Lipopolysaccharides/pharmacology; Male; Mice; Mice, Inbred C57BL; Models, Biological; Solubility; Urea/administration & dosage/analogs & derivatives/pharmacokinetics/therapeutic use|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125742.pdf
719|Salicylate-urea-based soluble epoxide hydrolase inhibitors with high metabolic and chemical stabilities|Kasagami, Takeo; Kim, In-Hae; Tsai, Hsing-Ju; Nishi, Kosuke; Hammock, Bruce D.; Morisseau, Christophe|2009|Bioorg. Med. Chem. Lett. (Bioorganic & medicinal chemistry letters)||Kasagami, Kim. (2009). Bioorg. Med. Chem. Lett. 19:1784–1789|Anti-Inflammatory Agents/chemistry/pharmacology; Benzoates/chemistry; Chemistry, Pharmaceutical/methods; Drug Design; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Humans; Hydrogen Bonding; Hydrolysis; Hypertension/drug therapy; Inhibitory Concentration 50; Kinetics; Models, Chemical; Salicylates/chemistry; Spectrometry, Fluorescence/methods; Urea/chemistry|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125743.pdf
720|Synthesis and characterization of multifunctional silica core-shell nanocomposites with magnetic and fluorescent functionalities|Ma, Zhiya; Dosev, Dosi; Nichkova, Mikaela; Dumas, Randy K.; Gee, Shirley J.; Hammock, Bruce D.; Liu, Kai; Kennedy, Ian M.|2009|J Magn Magn Mater (Journal of magnetism and magnetic materials)||Ma, Dosev. (2009). J Magn Magn Mater 321:1368–1371||Immunoassay|http://ucanr.org/sites/hammocklab/files/130813.pdf
721|Discovery of potent non-urea inhibitors of soluble epoxide hydrolase|Xie, Yuli; Liu, Yidong; Gong, Gangli; Smith, Deborah H.; Yan, Fang; Rinderspacher, Alison; Feng, Yan; Zhu, Zhengxiang; Li, Xiangpo; Deng, Shi-Xian; Branden, Lars; Vidović, Dusica; Chung, Caty; Schürer, Stephan; Morisseau, Christophe; Hammock, Bruce D.; Landry, Donald W.|2009|Bioorg. Med. Chem. Lett. (Bioorganic & medicinal chemistry letters)||Xie, Liu. (2009). Bioorg. Med. Chem. Lett. 19:2354–2359|Drug Discovery/methods; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Humans; Solubility; Structure-Activity Relationship; Urea/chemistry/classification/metabolism/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125744.pdf
722|Attenuation of cisplatin nephrotoxicity by inhibition of soluble epoxide hydrolase|Parrish, Alan R.; Chen, Gang; Burghardt, Robert C.; Watanabe, Takaho; Morisseau, Christophe; Hammock, Bruce D.|2009|Cell Biol. Toxicol. (Cell biology and toxicology)||Parrish, Chen. (2009). Cell Biol. Toxicol. 25:217–225|Adamantane/analogs & derivatives/analysis/metabolism/pharmacokinetics/pharmacology/toxicity; Animals; Antineoplastic Agents/toxicity; Blood Urea Nitrogen; Chromatography, High Pressure Liquid; Cisplatin/toxicity; Drug Antagonism; Enzyme Inhibitors/pharmacokinetics/pharmacology; Epoxide Hydrolases/antagonists & inhibitors; Injections, Subcutaneous; Kidney/drug effects/metabolism/pathology; Kidney Diseases/chemically induced/metabolism; Lauric Acids/analysis/metabolism/pharmacokinetics/pharmacology; Male; Mice; Mice, Inbred C3H; Microsomes, Liver/drug effects/metabolism; Rats; Spectrometry, Mass, Electrospray Ionization; Tandem Mass Spectrometry|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125745.pdf
723|Novel and highly sensitive fluorescent assay for leucine aminopeptidases|Huang, Huazhang; Tanaka, Hiromasa; Hammock, Bruce D.; Morisseau, Christophe|2009|Anal. Biochem. (Analytical biochemistry)||Huang, Tanaka. (2009). Anal. Biochem. 391:11–16|Aminopyridines/chemistry; Cell Line, Tumor; Fluorescent Dyes/chemistry; Humans; Kinetics; Leucyl Aminopeptidase/antagonists & inhibitors/metabolism; Spectrometry, Fluorescence; Spectrophotometry, Ultraviolet; Substrate Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125746.pdf
724|Soluble epoxide inhibition is protective against cerebral ischemia via vascular and neural protection|Simpkins, Alexis N.; Rudic, R. Daniel; Schreihofer, Derek A.; Roy, Sid; Manhiani, Marlina; Tsai, Hsing-Ju; Hammock, Bruce D.; Imig, John D.|2009|Am. J. Pathol. (The American journal of pathology)||Simpkins, Rudic. (2009). Am. J. Pathol. 174:2086–2095|Adamantane/analogs & derivatives/pharmacology; Animals; Apoptosis/drug effects; Brain Ischemia/enzymology/pathology; Cerebrovascular Circulation/drug effects; Enzyme Inhibitors/pharmacology; Epoxide Hydrolases/metabolism; Gene Expression/drug effects; Lauric Acids/pharmacology; Male; Microvessels/drug effects; Neuroprotective Agents/pharmacology; Rats; Rats, Inbred SHR; Rats, Wistar; Reverse Transcriptase Polymerase Chain Reaction|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125747.pdf
725|Rethinking department of Entomology|Carey, J. R.; T.W. Scott; F.G. Zalom; B.D. Hammock; W.S. Leal|2009|Am. Entomol. (American Entomologist)||Carey, T.W. Scott. (2009). Am. Entomol. 55:88–90|||
726|Alteration in plasma testosterone levels in male mice lacking soluble epoxide hydrolase|Luria, Ayala; Morisseau, Christophe; Tsai, Hsing-Ju; Yang, Jun; Inceoglu, Bora; Taeye, Bart de; Watkins, Steven M.; Wiest, Michelle M.; German, J. Bruce; Hammock, Bruce D.|2009|Am. J. Physiol. Endocrinol. Metab. (American journal of physiology. Endocrinology and metabolism.)||Luria, Morisseau. (2009). Am. J. Physiol. Endocrinol. Metab. 297:E375-83|Animals; Anxiety/genetics/physiopathology; Behavior, Animal/physiology; Cholesterol/blood/metabolism; Eicosanoids/metabolism; Epoxide Hydrolases/genetics; Epoxy Compounds/metabolism; Female; Fertility/genetics; Genotype; Hydrolysis; Lipid Metabolism/genetics; Male; Mice; Mice, Inbred C57BL; Mice, Knockout; Solubility; Testosterone/blood|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125748.pdf
727|Sorafenib has soluble epoxide hydrolase inhibitory activity, which contributes to its effect profile in vivo|Liu, Jun-Yan; Park, See-Hyoung; Morisseau, Christophe; Hwang, Sung Hee; Hammock, Bruce D.; Weiss, Robert H.|2009|Mol. Cancer Ther. (Molecular cancer therapeutics)||Liu, Park. (2009). Mol. Cancer Ther. 8:2193–2203|Animals; Benzenesulfonates/pharmacology; Cell Line, Tumor; Enzyme Inhibitors/pharmacology; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Humans; Male; Mice; Pyridines/pharmacology; Receptors, Vascular Endothelial Growth Factor/antagonists & inhibitors/metabolism; Solubility|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125749.pdf
728|Synthesis and bio-functionalization of multifunctional magnetic Fe(3)O(4)@Y(2)O(3):Eu nanocomposites|Ma, Zhi Ya; Dosev, Dosi; Nichkova, Mikaela; Gee, Shirley J.; Hammock, Bruce D.; Kennedy, Ian M.|2009|J Mater Chem (Journal of materials chemistry)||Ma, Dosev. (2009). J Mater Chem 19:4695–4700||Immunoassay|http://ucanr.org/sites/hammocklab/files/130814.pdf
729|Immunochemical screening of pesticides (simazine and cypermethrin) in orange oil|Nichkova, Mikaela; Fu, Xun; Yang, Zheng; Zhong, Ping; Sanborn, James R.; Chang, Dan; Gee, Shirley J.; Hammock, Bruce D.|2009|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Nichkova, Fu. (2009). J. Agric. Food Chem. 57:5673–5679|Chromatography, Liquid; Enzyme-Linked Immunosorbent Assay; Herbicides/analysis; Insecticides/analysis; Plant Oils/chemistry; Pyrethrins/analysis; Sensitivity and Specificity; Simazine/analysis; Tandem Mass Spectrometry|Immunoassay|http://ucanr.org/sites/hammocklab/files/130815.pdf
730|14,15-Epoxyeicosa-5,8,11-trienoic acid (14,15-EET) surrogates containing epoxide bioisosteres: influence upon vascular relaxation and soluble epoxide hydrolase inhibition|Falck, J. R.; Kodela, Ravinder; Manne, Rajkumar; Atcha, Krishnam Raju; Puli, Narender; Dubasi, Narsimhaswamy; Manthati, Vijay L.; Capdevila, Jorge H.; Yi, Xiu-Yu; Goldman, Daniel H.; Morisseau, Christophe; Hammock, Bruce D.; Campbell, William B.|2009|J. Med. Chem. (Journal of medicinal chemistry)||Falck, Kodela. (2009). J. Med. Chem. 52:5069–5075|8,11,14-Eicosatrienoic Acid/analogs & derivatives/chemical synthesis/chemistry/pharmacology; Animals; Cattle; Coronary Vessels/drug effects/physiology; Epoxide Hydrolases/antagonists & inhibitors; Epoxy Compounds/chemical synthesis/chemistry/pharmacology; Humans; Isometric Contraction/drug effects; Recombinant Proteins/antagonists & inhibitors; Solubility; Stereoisomerism; Structure-Activity Relationship; Vasodilation/drug effects; Vasodilator Agents/chemical synthesis/chemistry/pharmacology|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125750.pdf
731|Development of enantioselective polyclonal antibodies to detect styrene oxide protein adducts|Shen, Shuijie; Zhang, Fan; Zeng, Su; Tian, Ye; Chai, Xiaojuan; Gee, Shirley; Hammock, Bruce D.; Zheng, Jiang|2009|Anal. Chem. (Analytical chemistry)||Shen, Zhang. (2009). Anal. Chem. 81:2668–2677|Animals; Antibodies/immunology; Antibody Specificity; Blotting, Western; Enzyme-Linked Immunosorbent Assay; Epoxy Compounds/chemistry; Immune Sera/immunology; Immunoassay/methods; Proteins/analysis/chemistry/immunology; Stereoisomerism; Styrenes/toxicity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125751.pdf
731|Development of enantioselective polyclonal antibodies to detect styrene oxide protein adducts|Shen, Shuijie; Zhang, Fan; Zeng, Su; Tian, Ye; Chai, Xiaojuan; Gee, Shirley; Hammock, Bruce D.; Zheng, Jiang|2009|Anal. Chem. (Analytical chemistry)||Shen, Zhang. (2009). Anal. Chem. 81:2668–2677|Animals; Antibodies/immunology; Antibody Specificity; Blotting, Western; Enzyme-Linked Immunosorbent Assay; Epoxy Compounds/chemistry; Immune Sera/immunology; Immunoassay/methods; Proteins/analysis/chemistry/immunology; Stereoisomerism; Styrenes/toxicity|Immunoassay|http://ucanr.org/sites/hammocklab/files/125751.pdf
732|Tryptophan fluorescence quenching by enzyme inhibitors as a tool for enzyme active site structure investigation: epoxide hydrolase|Matveeva, Evgenia G.; Morisseau, Christophe; Goodrow, Marvin H.; Mullin, Chris; Hammock, Bruce D.|2009|Curr Pharm Biotechnol (Current pharmaceutical biotechnology)||Matveeva, Morisseau. (2009). Curr Pharm Biotechnol 10:589–599|Binding Sites; Enzyme Activation; Enzyme Inhibitors/chemistry; Epoxide Hydrolases/chemistry; Protein Binding; Spectrometry, Fluorescence/methods; Tryptophan/chemistry|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125752.pdf
